540.000,0.000,0.000,162.000,2.500,1040.000,676.000,28.000,79.986
540.000,0.000,0.000,162.000,2.500,1055.000,676.000,28.000,61.887
332.500,142.500,0.000,228.000,0.000,932.000,594.000,270.000,40.270
332.500,142.500,0.000,228.000,0.000,932.000,594.000,365.000,41.053
198.600,132.400,0.000,192.000,0.000,978.400,825.500,360.000,44.296
266.000,114.000,0.000,228.000,0.000,932.000,670.000,90.000,47.030
380.000,95.000,0.000,228.000,0.000,932.000,594.000,365.000,43.698
380.000,95.000,0.000,228.000,0.000,932.000,594.000,28.000,36.448
266.000,114.000,0.000,228.000,0.000,932.000,670.000,28.000,45.854
475.000,0.000,0.000,228.000,0.000,932.000,594.000,28.000,39.290
198.600,132.400,0.000,192.000,0.000,978.400,825.500,90.000,38.074
198.600,132.400,0.000,192.000,0.000,978.400,825.500,28.000,28.022
427.500,47.500,0.000,228.000,0.000,932.000,594.000,270.000,43.013
190.000,190.000,0.000,228.000,0.000,932.000,670.000,90.000,42.327
304.000,76.000,0.000,228.000,0.000,932.000,670.000,28.000,47.814
380.000,0.000,0.000,228.000,0.000,932.000,670.000,90.000,52.908
139.600,209.400,0.000,192.000,0.000,1047.000,806.900,90.000,39.358
342.000,38.000,0.000,228.000,0.000,932.000,670.000,365.000,56.142
380.000,95.000,0.000,228.000,0.000,932.000,594.000,90.000,40.563
475.000,0.000,0.000,228.000,0.000,932.000,594.000,180.000,42.621
427.500,47.500,0.000,228.000,0.000,932.000,594.000,180.000,41.837
139.600,209.400,0.000,192.000,0.000,1047.000,806.900,28.000,28.237
139.600,209.400,0.000,192.000,0.000,1047.000,806.900,3.000,8.063
139.600,209.400,0.000,192.000,0.000,1047.000,806.900,180.000,44.208
380.000,0.000,0.000,228.000,0.000,932.000,670.000,365.000,52.517
380.000,0.000,0.000,228.000,0.000,932.000,670.000,270.000,53.301
380.000,95.000,0.000,228.000,0.000,932.000,594.000,270.000,41.151
342.000,38.000,0.000,228.000,0.000,932.000,670.000,180.000,52.124
427.500,47.500,0.000,228.000,0.000,932.000,594.000,28.000,37.428
475.000,0.000,0.000,228.000,0.000,932.000,594.000,7.000,38.604
304.000,76.000,0.000,228.000,0.000,932.000,670.000,365.000,55.260
266.000,114.000,0.000,228.000,0.000,932.000,670.000,365.000,52.908
198.600,132.400,0.000,192.000,0.000,978.400,825.500,180.000,41.720
475.000,0.000,0.000,228.000,0.000,932.000,594.000,270.000,42.131
190.000,190.000,0.000,228.000,0.000,932.000,670.000,365.000,53.692
237.500,237.500,0.000,228.000,0.000,932.000,594.000,270.000,38.408
237.500,237.500,0.000,228.000,0.000,932.000,594.000,28.000,30.080
332.500,142.500,0.000,228.000,0.000,932.000,594.000,90.000,37.722
475.000,0.000,0.000,228.000,0.000,932.000,594.000,90.000,42.229
237.500,237.500,0.000,228.000,0.000,932.000,594.000,180.000,36.252
342.000,38.000,0.000,228.000,0.000,932.000,670.000,90.000,50.459
427.500,47.500,0.000,228.000,0.000,932.000,594.000,365.000,43.698
237.500,237.500,0.000,228.000,0.000,932.000,594.000,365.000,38.995
380.000,0.000,0.000,228.000,0.000,932.000,670.000,180.000,53.104
427.500,47.500,0.000,228.000,0.000,932.000,594.000,90.000,41.543
427.500,47.500,0.000,228.000,0.000,932.000,594.000,7.000,35.076
349.000,0.000,0.000,192.000,0.000,1047.000,806.900,3.000,15.049
380.000,95.000,0.000,228.000,0.000,932.000,594.000,180.000,40.759
237.500,237.500,0.000,228.000,0.000,932.000,594.000,7.000,26.258
380.000,95.000,0.000,228.000,0.000,932.000,594.000,7.000,32.823
332.500,142.500,0.000,228.000,0.000,932.000,594.000,180.000,39.779
190.000,190.000,0.000,228.000,0.000,932.000,670.000,180.000,46.932
237.500,237.500,0.000,228.000,0.000,932.000,594.000,90.000,33.117
304.000,76.000,0.000,228.000,0.000,932.000,670.000,90.000,49.185
139.600,209.400,0.000,192.000,0.000,1047.000,806.900,7.000,14.589
198.600,132.400,0.000,192.000,0.000,978.400,825.500,7.000,14.638
475.000,0.000,0.000,228.000,0.000,932.000,594.000,365.000,41.935
198.600,132.400,0.000,192.000,0.000,978.400,825.500,3.000,9.131
304.000,76.000,0.000,228.000,0.000,932.000,670.000,180.000,50.949
332.500,142.500,0.000,228.000,0.000,932.000,594.000,28.000,33.019
304.000,76.000,0.000,228.000,0.000,932.000,670.000,270.000,54.378
266.000,114.000,0.000,228.000,0.000,932.000,670.000,270.000,51.733
310.000,0.000,0.000,192.000,0.000,971.000,850.600,3.000,9.866
190.000,190.000,0.000,228.000,0.000,932.000,670.000,270.000,50.655
266.000,114.000,0.000,228.000,0.000,932.000,670.000,180.000,48.696
342.000,38.000,0.000,228.000,0.000,932.000,670.000,270.000,55.064
